101;Vironniemi
102;Ullanlinna
103;Kampinmalmi
104;Taka-Töölö
105;Lauttasaari
201;Reijola
202;Munkkiniemi
203;Haaga
204;Pitäjänmäki
205;Kaarela
301;Kallio
302;Alppiharju
303;Vallila
304;Pasila
305;Vanha kaupunki
401;Maunula
402;Länsi-Pakila
403;Tuomarinkylä
404;Oulunkylä
405;Itä-Pakila
501;Latokartano
502;Pukinmäki
503;Malmi
504;Suutarila
505;Puistola
506;Jakomäki
601;Kulosaari
602;Herttoniemi
603;Laajasalo
701;Vartiokylä
702;Myllypuro
703;Mellunkylä
704;Vuosaari
801;Östersundom
