Alue;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
102   Ullanlinnan peruspiiri;23730;23623;23181;22851;22308;22082;22029;21928;22188;22685;22978;22905;22995;22954;22668;22585;22519;22453;22515;22486;22306;22435;22371;22624;23050;23351;23313;23170;23026;22915;22794;22645;22548;22474;22413
